income,kidhome,teenhome,recency,Wines,Fruits,Meat,Fish,Sweets,Gold,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,age,years_customer,total_expenses,total_acc_cmp,cluster
0.3111004358334409,-0.826539915787103,-0.932492612914394,0.31479992675575014,0.9728087475104623,1.5493810283415765,1.7278938290080166,2.448292924075984,1.4605821808852184,0.8527515696593845,0.35387516861353085,1.410668529244461,2.6276359104709965,-0.5603050805447185,0.6839224775436537,1.0182936362255666,1.5012894590552162,1.6753549430200863,0.6086439649406571,2
-0.25838149887897194,1.0389468215201014,0.8980565397455437,-0.37605329943428245,-0.8758525852650303,-0.6380770717150496,-0.7284270441102019,-0.6489739093305111,-0.6321901544111346,-0.7340748845880423,-0.1744528732189395,-1.132275504860164,-0.5879282287564347,-1.179629984895105,-0.1403754965841391,1.2754234931165593,-1.411875485509179,-0.9646665494165984,-0.5090476797685496,3
0.9617506876775788,-0.826539915787103,-0.932492612914394,-0.790565235148302,0.3536257049622605,0.568796362798951,-0.17802921883741588,1.3369207073830651,-0.1510930658372603,-0.03741936808917195,-0.7027809150514099,1.410668529244461,-0.2306433243978312,1.297669632506441,-0.5525244836480354,0.332614017849586,0.04470698677301863,0.27896621651741216,-0.5090476797685496,1
-1.2095138670293117,1.0389468215201014,-0.932492612914394,-0.790565235148302,-0.8758525852650303,-0.5626474820579246,-0.6647446511034333,-0.5032201759937348,-0.5840804455537472,-0.7534264267130109,-0.1744528732189395,-0.7689977857023604,-0.9452131331150382,-0.5603050805447185,0.2717734904797573,-1.295875075793368,-1.411875485509179,-0.9214963866471934,-0.5090476797685496,0
0.31858472444463504,1.0389468215201014,-0.932492612914394,1.5583357338978088,-0.39591166233293124,0.4179371834847009,-0.21896790005605285,0.15267162402175816,-0.0067639392650979974,-0.5599110054633246,1.4105312522784716,0.32083537177105026,0.12664157996077227,0.059019823805668004,-0.1403754965841391,-1.0387452189023751,-1.411875485509179,-0.30881215349679303,-0.5090476797685496,0
0.5223505176010181,-0.826539915787103,0.8980565397455437,-1.1359918482433182,0.6321099441944661,0.39279398693232587,-0.30994274720857945,-0.6854123426647052,0.3540588771653077,-0.5792625475882933,-0.1744528732189395,0.6841130909288539,0.48392648431937574,1.297669632506441,0.2717734904797573,0.16119411325559083,0.04470698677301863,0.17934276397263163,-0.5090476797685496,1
0.19024124619589894,-0.826539915787103,0.8980565397455437,-0.5142239446722889,-0.21223056837126372,0.9710875076369512,-0.00972575160524163,0.22554849069014626,0.5224428581661636,-0.32769249996370126,0.8822032104460013,1.0473908100866574,0.12664157996077227,0.3686822759808613,0.2717734904797573,-0.18164569593239946,1.5012894590552162,-0.029866486371407517,-0.5090476797685496,1
-0.8807845969324739,1.0389468215201014,-0.932492612914394,-0.5833092672912922,-0.6832836964342498,-0.4117883027436745,-0.5009899262288854,-0.6307546926634141,-0.6321901544111346,-0.40509866846357573,-0.1744528732189395,-0.04244234738675333,-0.9452131331150382,-0.5603050805447185,1.09607146460755,-1.3815850280903654,0.04470698677301863,-0.7288910450606176,-0.5090476797685496,0
-1.0306152263552835,1.0389468215201014,-0.932492612914394,-1.0323638643148134,-0.8669647903959173,-0.6632202682674246,-0.6465496816729279,-0.6307546926634141,-0.5840804455537472,-0.8114810530879167,-0.7027809150514099,-0.4057200665445569,-0.9452131331150382,-1.179629984895105,1.5082204516714464,-0.4387755528233922,0.04470698677301863,-0.9331191227774178,0.6086439649406571,0
-2.2234176880477317,1.0389468215201014,0.8980565397455437,0.6602265398507664,-0.8254884143400569,-0.6632202682674246,-0.7284270441102019,-0.6671931259976082,-0.6321901544111346,-0.5986140897132619,-0.7027809150514099,-1.132275504860164,-0.9452131331150382,-1.7989548892454916,6.041859309374306,1.6182633023045496,-1.411875485509179,-0.9281379501501787,0.6086439649406571,0
-2.1339925105772055,-0.826539915787103,-0.932492612914394,0.34934258806525176,-0.8906655767135518,-0.2609291234294244,-0.7056833323220703,-0.48500095932663784,-0.6321901544111346,-0.540559463338356,-0.7027809150514099,-0.7689977857023604,-0.9452131331150382,-0.8699675327199118,1.09607146460755,-0.6101954574173873,1.5012894590552162,-0.9082132596412227,-0.5090476797685496,0
0.5474590987482502,-0.826539915787103,-0.932492612914394,1.1438237981837893,-0.3336970982491406,0.8705147214274511,1.4276768334046788,3.4139114074321264,2.0378986871738674,-0.2696378735887954,-0.7027809150514099,-0.4057200665445569,0.48392648431937574,0.6783447281560545,-1.3768224577758281,0.8468737316315714,0.04470698677301863,0.8202536420107198,-0.5090476797685496,2
0.3698158871315835,1.0389468215201014,0.8980565397455437,0.142086620208242,-0.21815576495067235,-0.6129338751626746,-0.5146361533017644,-0.6307546926634141,-0.5359707366963598,-0.5792625475882933,0.35387516861353085,0.6841130909288539,-0.5879282287564347,-0.2506426283695253,0.2717734904797573,1.4468433977105544,0.04470698677301863,-0.4947759315803834,-0.5090476797685496,3
-1.659681755559397,-0.826539915787103,-0.932492612914394,-0.37605329943428245,-0.8995533715826648,-0.31121551653417445,-0.6783908781763123,-0.576097042662123,-0.6321901544111346,-0.7534264267130109,-0.7027809150514099,-1.132275504860164,-0.9452131331150382,-0.8699675327199118,1.09607146460755,-1.5530049326843607,1.5012894590552162,-0.9331191227774178,-0.5090476797685496,0
1.5019231824738957,-0.826539915787103,-0.932492612914394,-0.8941932190768068,2.071932712990763,-0.11006994411517436,-0.23261412712893184,0.3895214406940195,0.9794850923113442,0.02063525828573391,-0.7027809150514099,1.0473908100866574,1.1984962930365828,1.9169945368568275,-0.9646734707119318,1.96110311149254,1.5012894590552162,1.1739168985446908,2.8440272543590703,2
-0.4753775828706273,1.0389468215201014,0.8980565397455437,0.07300129758923875,-0.7514234570974491,-0.5375042855055495,-0.6692933934610596,-0.6489739093305111,-0.34353190126681,-0.7727779688379794,0.35387516861353085,-0.4057200665445569,-0.9452131331150382,-0.8699675327199118,1.09607146460755,-0.9530352666053776,1.5012894590552162,-0.8500995789901007,-0.5090476797685496,0
-0.6728662307402024,-0.826539915787103,-0.932492612914394,-0.9978212030053117,-0.6595829101166153,-0.5375042855055495,-0.5828672886661593,2.0474701573998493,-0.3675867556955037,-0.3083409578387326,-0.1744528732189395,-0.04244234738675333,-0.5879282287564347,0.059019823805668004,0.6839224775436537,1.96110311149254,1.5012894590552162,-0.483153195450159,-0.5090476797685496,3
1.2216245025514305,-0.826539915787103,0.8980565397455437,1.454707749969304,2.089708302728989,1.3482354559225764,1.5095541958419527,-0.6854123426647052,-0.2713673379807289,2.5556872766566228,-0.1744528732189395,2.5005016867178718,0.48392648431937574,0.9880071803312478,-0.1403754965841391,1.7039732546015471,0.04470698677301863,1.9493194375182326,0.6086439649406571,1
-0.8634983045272641,1.0389468215201014,-0.932492612914394,1.2819944434217958,-0.8965907732929604,-0.2357859268770494,-0.6692933934610596,-0.1388358426517943,-0.07892850255117914,-0.09547399446407781,-0.1744528732189395,-0.7689977857023604,-0.5879282287564347,-0.8699675327199118,0.2717734904797573,-1.3815850280903654,1.5012894590552162,-0.7886651165874861,-0.5090476797685496,0
-0.7076319584825237,-0.826539915787103,-0.932492612914394,-0.27242531550577753,-0.6536577135372067,-0.6129338751626746,-0.42366130614923775,0.5717136073649898,0.2578394594505328,0.07868988466063977,-0.7027809150514099,-0.04244234738675333,-0.2306433243978312,-0.2506426283695253,1.09607146460755,-1.1244551711993729,1.5012894590552162,-0.4848135863259053,-0.5090476797685496,0
-2.377980319302135,1.0389468215201014,-0.932492612914394,-0.2378826541962759,-0.9054785681620734,-0.6380770717150496,7.090861068649461,-0.6671931259976082,-0.6321901544111346,-0.8308325952128853,6.693811670603176,-1.4955532240179676,9.05876418892586,-1.7989548892454916,-1.7889714448397245,-0.86732531430838,0.04470698677301863,1.8629791119794228,-0.5090476797685496,2
0.33374644459892516,-0.826539915787103,0.8980565397455437,0.4875132333032583,1.6601315507218632,-0.6632202682674246,-0.3645276555000954,-0.6854123426647052,-0.6562450088398283,-0.4825048369634502,0.35387516861353085,-0.7689977857023604,0.12664157996077227,0.9880071803312478,1.09607146460755,1.7039732546015471,1.5012894590552162,0.6044028281636953,0.6086439649406571,1
0.6580817129949975,-0.826539915787103,0.8980565397455437,-1.6886744291953444,0.22919657679467922,-0.6632202682674246,-0.29174777777807415,-0.30280879265566757,0.11351033287837058,-0.7534264267130109,0.35387516861353085,0.6841130909288539,-0.2306433243978312,0.9880071803312478,-0.5525244836480354,1.2754234931165593,-1.411875485509179,-0.10624446665573926,-0.5090476797685496,1
-0.5314373188551204,-0.826539915787103,0.8980565397455437,0.6947692011602681,-0.10853962823161269,-0.5877906786102995,-0.6329034546000489,0.025137107352078962,-0.5119158822676659,1.0656185330340393,2.4671873359434127,1.0473908100866574,-0.5879282287564347,-0.2506426283695253,1.09607146460755,1.532553350007552,0.04470698677301863,-0.27228355423037354,-0.5090476797685496,1
-1.5985520176124821,-0.826539915787103,-0.932492612914394,1.3856224273503006,-0.8906655767135518,-0.5626474820579246,-0.6420009393153016,-0.41212409265824973,-0.3675867556955037,-0.5986140897132619,-0.1744528732189395,-0.7689977857023604,-0.5879282287564347,-0.8699675327199118,0.6839224775436537,-0.010225791338404308,0.04470698677301863,-0.8849677873807739,-0.5090476797685496,0
0.08034291794378333,1.0389468215201014,0.8980565397455437,-1.550503783957338,-0.39591166233293124,-0.5626474820579246,-0.6192572275271699,-0.6307546926634141,-0.5119158822676659,-0.05677091021414057,0.8822032104460013,0.32083537177105026,-0.5879282287564347,-0.5603050805447185,0.6839224775436537,-0.6101954574173873,0.04470698677301863,-0.5827766479949396,-0.5090476797685496,3
